NodesNumber;Density;Time
1600;0.5;850840
1600;0.5;851616
1600;0.5;850650
1600;0.5;849387
1600;0.5;849722
1600;0.5;849661
1600;0.5;845645
1600;0.5;849083
1600;0.5;850377
1600;0.5;851783
1600;0.5;850106
1600;0.5;849003
1600;0.5;846694
1600;0.5;851280
1600;0.5;853486
1600;0.5;855994
1600;0.5;850750
1600;0.5;850669
1600;0.5;850275
1600;0.5;856465
1600;0.5;850675
1600;0.5;848596
1600;0.5;848606
1600;0.5;849081
1600;0.5;850413
1600;0.5;849698
1600;0.5;847035
1600;0.5;850462
1600;0.5;847603
1600;0.5;848493
1600;0.5;852740
1600;0.5;851676
1600;0.75;1287468
1600;0.75;1285143
1600;0.75;1293942
1600;0.75;1279176
1600;0.75;1283879
1600;0.75;1281048
1600;0.75;1291421
1600;0.75;1297406
1600;0.75;1283199
1600;0.75;1291648
1600;0.75;1289987
1600;0.75;1291817
1600;0.75;1287686
1600;0.75;1286851
1600;0.75;1285030
1600;0.75;1283802
1600;0.75;1286512
1600;0.75;1282073
1600;0.75;1282586
1600;0.75;1282220
1600;0.75;1287256
1600;0.75;1286846
1600;0.75;1285674
1600;0.75;1286966
1600;0.75;1286591
1600;0.75;1286328
1600;0.75;1284323
1600;0.75;1286902
1600;0.75;1284943
1600;0.75;1285367
1600;0.75;1287047
1600;0.75;1291511
1600;0.75;1289285
1600;0.75;1289222
1600;0.75;1284593
1600;0.75;1290884
1600;0.75;1284518
1600;0.75;1284541
1600;0.75;1284165
1600;0.75;1286768
1600;0.75;1282292
1600;0.75;1280396
1600;0.75;1289057
1600;0.75;1291571
1600;0.75;1301937
1600;0.75;1286557
1600;0.75;1287353
1600;0.75;1284812
1600;0.75;1282095
1600;0.75;1287105
1600;0.99;1708090
1600;0.99;1708574
1600;0.99;1721650
1600;0.99;1716674
1600;0.99;1713613
1600;0.99;1720384
1600;0.99;1707165
1600;0.99;1711265
1600;0.99;1704195
1600;0.99;1712195
1600;0.99;1714646
1600;0.99;1712429
1600;0.99;1715847
1600;0.99;1708323
1600;0.99;1713750
1600;0.99;1706944
1600;0.99;1719075
1600;0.99;1701537
1600;0.99;1716998
1600;0.99;1721907
1600;0.99;1716817
1600;0.99;1713144
1600;0.99;1712868
1600;0.99;1706600
1600;0.99;1708290
1600;0.99;1706744
1600;0.99;1712903
1600;0.99;1712558
1600;0.99;1714429
1600;0.99;1710636
1600;0.99;1709724
1600;0.99;1711642
1600;0.99;1719546
1600;0.99;1713726
1600;0.99;1720018
1600;0.99;1713352
1600;0.99;1705955
1600;0.99;1715229
1600;0.99;1718399
1600;0.99;1711743
1600;0.99;1715368
1600;0.99;1714507
1600;0.99;1699391
1600;0.99;1712925
1600;0.99;1706887
1600;0.99;1725832
1600;0.99;1707090
1600;0.99;1709540
1600;0.99;1710970
1600;0.99;1713268
