NodesNumber;Density;Time
1400;0.99;34747996
1400;0.99;34696656
1400;0.99;34799740
1400;0.99;34813400
1400;0.99;35047268
1400;0.99;34988856
1400;0.99;35050776
1400;0.99;35054341
1400;0.99;34999681
1400;0.99;34872641
1400;0.99;34740352
1400;0.99;34715375
1400;0.99;34731430
1400;0.99;34742528
1400;0.99;34787776
1400;0.99;34866021
1600;0.25;13037322
1600;0.25;13065386
1600;0.25;13063173
1600;0.25;13094620
1600;0.25;13051466
1600;0.25;13105107
1600;0.25;13090651
1600;0.25;13073295
1600;0.25;13086233
1600;0.25;13028336
1600;0.25;13032852
1600;0.25;13040898
1600;0.25;13049727
1600;0.25;13015163
1600;0.25;13004575
1600;0.25;13035139
1600;0.25;12987605
1600;0.25;12976661
1600;0.25;12959123
1600;0.25;12977997
1600;0.25;12966471
1600;0.25;12965689
1600;0.25;12984860
1600;0.25;12986118
1600;0.25;12985659
1600;0.25;12965500
1600;0.25;12925282
1600;0.25;12958231
1600;0.25;12975487
1600;0.25;12922366
1600;0.25;13004506
1600;0.25;12964472
1600;0.25;13006887
1600;0.25;12975323
1600;0.25;13038353
1600;0.25;13054019
1600;0.25;13055520
1600;0.25;13054172
1600;0.25;13122518
1600;0.25;13092765
1600;0.25;13061711
1600;0.25;13092936
1600;0.25;13071696
1600;0.25;13028857
1600;0.25;13038540
1600;0.25;13046688
1600;0.25;13030986
1600;0.25;13034610
1600;0.25;13034790
1600;0.25;12972958
1600;0.5;26153446
1600;0.5;26101281
1600;0.5;26091320
1600;0.5;26121127
1600;0.5;26126669
1600;0.5;26111542
1600;0.5;26154089
1600;0.5;26170458
1600;0.5;26175661
1600;0.5;26312292
1600;0.5;26338527
1600;0.5;26392431
1600;0.5;26382333
1600;0.5;26347608
1600;0.5;26308170
1600;0.5;26185201
1600;0.5;26181984
1600;0.5;26146684
1600;0.5;26129247
1600;0.5;26143991
1600;0.5;26129391
1600;0.5;26162024
1600;0.5;26095651
1600;0.5;26165609
1600;0.5;26147503
1600;0.5;26215654
1600;0.5;26271206
1600;0.5;26291664
1600;0.5;26311460
1600;0.5;26307421
1600;0.5;26302722
1600;0.5;26279775
1600;0.5;26198941
1600;0.5;26151221
1600;0.5;26094697
1600;0.5;26085183
1600;0.5;26091239
1600;0.5;26158949
1600;0.5;26132548
1600;0.5;26116954
1600;0.5;26296153
1600;0.5;26188381
1600;0.5;26308767
1600;0.5;26337574
1600;0.5;26378993
1600;0.5;26366772
1600;0.5;26284702
1600;0.5;26288924
1600;0.5;26233712
1600;0.5;26161730
1600;0.75;39364596
1600;0.75;39430491
1600;0.75;39533639
1600;0.75;39348494
1600;0.75;39622004
1600;0.75;39617792
1600;0.75;39662737
1600;0.75;39825213
1600;0.75;39799382
1600;0.75;39712055
1600;0.75;39531134
1600;0.75;39343284
1600;0.75;39350674
1600;0.75;39468677
1600;0.75;39441816
1600;0.75;39618237
1600;0.75;39597742
1600;0.75;39666423
1600;0.75;39764390
1600;0.75;39765703
1600;0.75;39706324
1600;0.75;39507827
1600;0.75;39359854
1600;0.75;39484784
1600;0.75;39446300
1600;0.75;39446829
1600;0.75;39571348
1600;0.75;39584424
1600;0.75;39683941
1600;0.75;39728716
1600;0.75;39710188
1600;0.75;39679528
1600;0.75;39517038
1600;0.75;39447475
1600;0.75;39470132
1600;0.75;39485507
1600;0.75;39463161
1600;0.75;39562180
1600;0.75;39651761
1600;0.75;39645344
1600;0.75;39691233
1600;0.75;39693650
1600;0.75;39726446
1600;0.75;39511245
1600;0.75;39455776
1600;0.75;39439840
1600;0.75;39453108
1600;0.75;39421425
1600;0.75;39509750
1600;0.75;39843665
1600;0.99;52801819
1600;0.99;52837888
1600;0.99;52732596
1600;0.99;52392584
1600;0.99;52482303
1600;0.99;52409088
1600;0.99;52582267
1600;0.99;52505224
1600;0.99;52703555
1600;0.99;52809545
1600;0.99;52927921
1600;0.99;52536464
1600;0.99;52331656
1600;0.99;52413144
1600;0.99;52456569
1600;0.99;52591285
1600;0.99;52750496
1600;0.99;52760058
1600;0.99;52650287
1600;0.99;52520856
1600;0.99;52354830
1600;0.99;52386406
1600;0.99;52404075
1600;0.99;52499690
1600;0.99;52737757
1600;0.99;52827330
1600;0.99;52726715
1600;0.99;52529634
1600;0.99;52306572
1600;0.99;52374381
1600;0.99;52373232
1600;0.99;52660387
1600;0.99;52642660
1600;0.99;52780752
1600;0.99;52790673
1600;0.99;52681113
1600;0.99;52317172
1600;0.99;52458189
1600;0.99;52423035
1600;0.99;52493476
1600;0.99;52781442
1600;0.99;52817699
1600;0.99;52797228
1600;0.99;52569503
1600;0.99;52383019
1600;0.99;52467986
1600;0.99;52387406
1600;0.99;52495620
1600;0.99;52682857
1600;0.99;52778023
